YearMonth,direction,mig_status,count
2016M07,Departures,short_term,519045
2016M08,Departures,short_term,474686
2016M09,Departures,short_term,473134
2016M10,Departures,short_term,486793
2016M11,Departures,short_term,502531
2016M12,Departures,short_term,618731
2017M01,Departures,short_term,642214
2017M02,Departures,short_term,532128
2017M03,Departures,short_term,586214
2017M04,Departures,short_term,589939
2017M05,Departures,short_term,486826
2017M06,Departures,short_term,459289
2017M07,Departures,short_term,566407
2017M08,Departures,short_term,500691
2017M09,Departures,short_term,488462
2017M10,Departures,short_term,528570
2017M11,Departures,short_term,539753
2017M12,Departures,short_term,654504
2018M01,Departures,short_term,662035
2018M02,Departures,short_term,559774
2018M03,Departures,short_term,629324
2018M04,Departures,short_term,604257
2018M05,Departures,short_term,505143
2018M06,Departures,short_term,490840
2018M07,Departures,short_term,574412
2018M08,Departures,short_term,539109
2018M09,Departures,short_term,510349
2018M10,Departures,short_term,542835
2018M11,Departures,short_term,566977
2018M12,Departures,short_term,673473
2019M01,Departures,short_term,695389
2019M02,Departures,short_term,566882
